t,friction,command,latent_slip,tactile,force,latent_est,detector,target_action,latent_action,threshold_action
0,0.542323591346572,0.7,0.0,0.16268171719732763,0.6873972631067525,0.14099082157101728,0.0,0.64,0.7175449518640595,0.64
1,0.5252907028630404,0.7063128740005686,0.0,0.31728183172042257,0.7232787413656061,0.23399474031125472,0.0,0.64,0.7686971071711901,0.64
2,0.5874874249090647,0.7126082648519139,0.0,0.25299295487182355,0.7200213312690498,0.24230514424417243,0.0,0.64,0.7732678293342948,0.64
3,0.509586092200461,0.71886873782341,0.0,0.2391213137775278,0.7388214593498877,0.24100810551592328,0.0,0.64,0.7725544580337578,0.64
4,0.51200961562805,0.7250769548875342,0.0,0.07244952409298593,0.7063493838582048,0.17415116527127714,0.0,0.64,0.7357831408992025,0.64
5,0.5750907442874724,0.731215722736558,0.0,0.2637987483111236,0.7055263327415783,0.20935598802224015,0.0,0.64,0.7551457934122321,0.64
6,0.5783580614150018,0.737268040398445,0.0,0.12308883979139353,0.8059692530917947,0.17560422371809015,0.0,0.64,0.7365823230449496,0.64
7,0.5889562052736924,0.7432171463200863,0.0,0.1316947221078511,0.7136365104710953,0.1584484655653448,0.0,0.64,0.7271466560609396,0.64
8,0.5650874062434954,0.7490465647874783,0.0,0.2736300415890812,0.758983654930266,0.2034276456569706,0.0,0.64,0.7518852051113338,0.64
9,0.5651275398137907,0.7547401515542854,0.0,0.13532380172684208,0.8035770041502815,0.17683770890642472,0.0,0.64,0.7372607398985336,0.64
10,0.557436250782115,0.7602821385524214,0.0,0.24628496473463987,0.7006924131579768,0.20395023497346182,0.0,0.64,0.7521726292354041,0.64
11,0.5862409929609169,0.7656571775608267,0.0,-0.03653931142891065,0.7527934235181999,0.1100644903179458,0.0,0.64,0.7005354696748702,0.64
12,0.5846989586153544,0.7708503827115023,0.0,0.2643314368592845,0.768359186914184,0.1702888350908582,0.0,0.64,0.733658859299972,0.64
13,0.5470226566044569,0.775847371715084,0.0,0.27177821259008,0.8136810434113806,0.20990917606891787,0.0,0.64,0.7554500468379048,0.64
14,0.6372409586658041,0.7806343056917825,0.0,0.23734723357504567,0.7286675823025325,0.22062067860342188,0.0,0.64,0.7613413732318821,0.64
15,0.6155270844106846,0.7851979274973829,0.0,0.16111025158947911,0.73460641652533,0.19738850302581862,0.0,0.64,0.7485636766642003,0.64
16,0.5710548053036721,0.7895255984381587,0.0,0.35452968702540366,0.7082539165402117,0.2587345742712453,0.0,0.64,0.782304015849185,0.64
17,0.5593488441023587,0.7936053332730233,0.0,0.368974065934605,0.8167452112880159,0.3017707731098616,0.0,0.64,0.8059739252104239,0.64
18,0.5490544599207261,0.7974258334059797,0.0,0.23505672685757728,0.7679753558165217,0.2757263960678601,0.0,0.64,0.7916495178373231,0.64
19,0.575406534778274,0.8009765181769475,0.0,0.33360663167404436,0.8072665933944869,0.2983221573751509,0.0,0.64,0.804077186556333,0.64
20,0.6192940930776208,0.8042475541643043,0.0,0.4080334194089208,0.8290086982945197,0.34115213992177656,0.0,0.64,0.8276336769569772,0.64
21,0.6303729196368131,0.8072298824179939,0.0,0.032433259166289474,0.8584992231541575,0.22063193067470432,0.0,0.64,0.7613475618710874,0.64
22,0.6463297921558028,0.8099152435477784,0.0,-0.010649625009864633,0.784568042524325,0.13034233969092865,0.0,0.64,0.7116882868300107,0.64
23,0.6457784979880559,0.812296200597155,0.0,0.20393980677669465,0.8530773074712468,0.15907392262988054,0.0,0.64,0.7274906574464344,0.64
24,0.5839744743636267,0.8143661596395881,0.0,0.2706267426426528,0.8083606095883967,0.20262282759855557,0.0,0.64,0.7514425551792056,0.64
25,0.6358236941948721,0.8161193880400176,0.0,0.23698554011263065,0.8619457974743361,0.21603762519427963,0.0,0.64,0.7588206938568538,0.64
26,0.6089644708245489,0.8175510303310691,0.0,0.3381397111574233,0.8186229879929602,0.2637048391409373,0.0,0.64,0.7850376615275155,0.64
27,0.6050943277993017,0.818657121659998,0.0,0.3876427236460852,0.8008640782537682,0.31208872718168446,0.0,0.64,0.8116487999499264,0.64
28,0.5927690001885448,0.8194345987691252,0.0,0.189586893629162,0.807514612783782,0.26426545649210265,0.0,0.64,0.7853460010706564,0.64
29,0.6789343492495503,0.8198813084793575,0.0,0.38889741961794144,0.7691484293164127,0.3129203046383765,0.0,0.64,0.8121061675511071,0.64
30,0.6157632121152028,0.8199960136532954,0.0,0.3509599609062494,0.8543561076634371,0.3277705376992226,0.0,0.64,0.8202737957345725,0.64
31,0.652273836820624,0.819778396621416,0.0,0.2465936577420396,0.8427896074547777,0.2960800413911754,0.0,0.64,0.8028440227651465,0.64
32,0.6391322603024305,0.8192290600618406,0.0,0.29242347514180794,0.8192626391207902,0.294652561063195,0.0,0.64,0.8020589085847573,0.64
33,0.669796004403232,0.8183495253312512,0.0,0.4757044651049377,0.83134723080216,0.3653330885683898,0.0,0.64,0.8409331987126144,0.64
34,0.6364632391759245,0.8171422282515794,0.0,0.22118946197969142,0.8540936124285735,0.30906111718137774,0.0,0.64,0.8099836144497577,0.64
35,0.6415636653565521,0.8156105123641346,0.0,0.4450234361927291,0.7130233333955772,0.3621392026034246,0.0,0.64,0.8391765614318836,0.64
36,0.6202668473800125,0.8137586196698542,0.0,0.26489364391310005,0.823301552824297,0.32417568367691396,0.0,0.64,0.8182966260223027,0.64
37,0.6433260177415503,0.8115916788813209,0.0,0.2590197141239351,0.7907096253503848,0.2987395617952288,0.0,0.64,0.8043067589873759,0.64
38,0.731390535087594,0.8091156912190818,0.0,0.18947921079103286,0.8051377491320063,0.25608560968545824,0.0,0.64,0.7808470853270021,0.64
39,0.6539003058723929,0.8063375137916061,0.0,-0.09850513385868656,0.7868615525965064,0.11765756644112477,0.0,0.64,0.7047116615426187,0.64
40,0.693054398683439,0.8032648406049092,0.0,0.23456501663740323,0.841405055556155,0.1632968558642015,0.0,0.64,0.7298132707253109,0.64
41,0.6905607045991843,0.7999061812544357,0.004472656919290843,0.04468289634683037,0.7857711409838805,0.11699136533351559,0.0,0.64245996130561,0.7043452509334336,0.64
42,0.6566729887579773,0.7962708373582138,0.0,0.36085004652970015,0.6889576545269209,0.21219091772095405,0.0,0.64,0.7567050047465247,0.64
43,0.7015350353659415,0.7923688767965484,0.0,0.3275152475103562,0.7326833406617098,0.2572121756129376,0.0,0.64,0.7814666965871158,0.64
44,0.6760695951441865,0.7882111058295926,0.0,0.21870600499415074,0.7958552294755332,0.24217982085287174,0.0,0.64,0.7731989014690794,0.64
45,0.6965723983670894,0.7838090391700183,0.0,0.23318257360617728,0.8451392815484482,0.2386674016664687,0.0,0.64,0.7712670709165578,0.64
46,0.7059219619777175,0.7791748680936683,0.0,0.5765117134177629,0.7333013063209625,0.3705578354931429,1.0,0.64,0.8438068095212287,1.52
